职位id,职位标题,薪资范围,公司名称,工作地点,所处行业,学历要求,每周天数,实习时长,福利待遇,职位描述,简历要求,截止日期,详细地址,详情页url
inn_xdoofoupwpiw,Java后端开发实习（运营系统）-【主站】,227-318/天,快手,北京,互联网/游戏/软件,本科,5天／周,实习3个月,发展空间大；免费健身房,"职位描述1.参与快手主站运营系统洞察分析的研发工作，完成日常需求。

任职要求1.本科及以上计算机及相关专业在校学生；
2.熟悉Java语言，熟悉Mysql等常用中间件；
3.积极主动，沟通良好。", 不限,2025-12-31,上地西路6号快手总部,https://www.shixiseng.com/intern/inn_xdoofoupwpiw?pcm=pc_SearchList
inn_uulqarr4olcp,26届秋储-C++/go开发实习生（北京）,200-300/天,滴滴,北京,互联网/游戏/软件,本科,5天／周,实习3个月,有转正机会,"岗位职责：
1. 负责公司级分布式缓存/存储集群，支撑公司所有产品线的业务需求；
2. 参与研发高可用、高性能的缓存/存储架构和管理平台，应对弹性扩缩容，秒级故障自动切换，异地多活等具挑战性的工作内容和方向；
3. 设计并研发自动化运维平台，提升运维质量和效率，降低运维成本；
4. 服务各种业务需求，服务日益增长的业务和数据量；
5. 优化系统性能，深入内核，提升基础服务相关资源的使用率，增加系统稳定性，保障业务运行。
 
任职要求：
1. 2026届本科及以上学历毕业生优先，计算机及相关专业优先；
2. 基础扎实，熟悉TCP/IP网络协议，掌握C/C++/Golang程序开发(至少一种)，熟悉Linux/Unix开发环境；
3. 了解关系型或Nosql数据库基本原理；
4. 有较强的问题分析和定位能力；
5. 具有良好的沟通协作能力，具有较强的分享精神。", 中文,2025-12-31,北京,https://www.shixiseng.com/intern/inn_uulqarr4olcp?pcm=pc_SearchList
inn_7xeaxoaqjsik,德勤咨询汽车零售数字化数据与产品运营实习生,120-150/天,德勤华北区,天津,企业服务/咨询,本科,5天／周,实习4个月,实习津贴,"【工作内容】
1. 业务访谈：参与业务方及经销商的访谈沟通，输出访谈纪要；
2. 数据分析：负责业务数据分析、经销商数据质量与系统使用情况评估，支持运营问题诊断与措施制定；
3. 系统运营：参与系统后期推广运营工作，产出产品手册及培训指南等培训推广材料，辅助经销商推广培训工作；
4. 其他支持：流程管理、沟通汇报等内容的支持工作。

【任职资格】
1. 具备清晰的逻辑分析能力和较强的数据分析能力，有SQL、BI工具经验优先；
2. 参与过数字化系统设计和实施落地者优先；
3. 年级要求：本科大三、大四、研究生，专业不限；
4. 有明确的留用意向者优先；
5. 拥有较强的沟通能力、抗压能力、自我驱动力和学习能力。", 中文,2026-07-29,天津市/天津市/滨海新区 泰达街道,https://www.shixiseng.com/intern/inn_7xeaxoaqjsik?pcm=pc_SearchList
inn_ygyu6jphv3ai,大模型算法工程师-TOP Talent（ 北京）-MiniMax-高瓴联合校招,薪资面议,高瓴联合校招,北京,不限,本科,4天／周,实习4个月,机器学习经验；留用机会,"1. 研究方向：大语言模型；多模态理解与生成；视频生成；声音模型；
2. 研发超大规模基础模型，并进行极致的系统优化。
需要你
1. 精通深度学习（机器学习）、具备出色的研究素养和创新能力；
2. 编程能力出色、能够独立解决复杂技术问题、主导或参与过具有影响力的大规模机器学习项目；
3. 技术热情：相信AGI技术的潜力、主动了解行业进展、敢于挑战技术边界；
加分项：
1. 有强化学习经验优先；
2. 在国际顶会或期刊发表过高质量论文优先；
3. 在领域内知名比赛取得优异成绩者优先；", 中文,2026-01-05,北京/北京 蓟门壹号,https://www.shixiseng.com/intern/inn_ygyu6jphv3ai?pcm=pc_SearchList
inn_wgi10zokljmw,【日常实习】SSC-前端开发工程师-SZ,400/天,Shopee,深圳,互联网/游戏/软件,本科,5天／周,实习3个月,周末双休,"岗位职责

1.参与公司产品前端功能的开发与维护，运用前端框架进行高效编码，确保产品的用户界面具有良好的交互性、稳定性和响应速度。

2.负责中小需求的开发与交付，确保按时按质完成任务，并与后端开发团队紧密协作，完成数据交互与接口对接工作。

3.参与 Code Review 和技术交流活动，学习并遵循团队的代码规范和开发流程，积极分享自己的开发经验与见解，共同提升团队整体技术水平。



岗位要求

1.毕业时间在2026年9月1日及以后的同学

2.计算机科学、软件工程或相关专业在校学生，本科及以上学历，有扎实的编程基础和数据结构知识。

3.掌握 HTML、CSS 和 JavaScript，具备良好的代码风格与编程习惯，熟悉 ES6 + 语法规范，了解常见的前端构建工具，如 Webpack、Babel 等。

4.熟悉 Vue 和 React 框架，能够熟练运用其进行项目开发，对组件化开发有深入理解，了解常见的状态管理库和开源组件库的使用，有实际开发经验者优先。

5.具备良好的学习能力和团队协作精神，能够快速适应新的技术环境和工作要求，积极主动地跟进项目进度，善于沟通交流，能够清晰表达自己的想法与思路，有效与团队成员协作完成任务。

6.有较强的责任心和问题解决能力，面对开发过程中的挑战与问题，能够主动思考、积极探索解决方案，注重细节，确保代码质量与项目交付质量，有良好的时间管理能力，能够合理安排任务优先级，按时完成工作任务。", 中文,2025-12-08,广东省/深圳市/南山区 光启未来中心,https://www.shixiseng.com/intern/inn_wgi10zokljmw?pcm=pc_SearchList
inn_9g56ezovbed3,混合云开发测试工程师实习生(J95332),200-250/天,百度,北京,互联网/游戏/软件,本科,5天／周,实习6个月,餐补；免费班车,"岗位职责:
-负责混合云产品的测试开发工作，制定项目测试方案，计划并实施，保证项目质量和进度
-参与产品需求、系统设计和程序代码的评审工作，并提出改进意见
-根据产品和项目特点，提出合理的自动化解决方案，并负责设计和实现自动化测试工具，提高测试效率
-协助开发问题定位，并对产品及流程提出持续性改进建议
任职要求:
-计算机及相关专业 硕士研究生/本科 在读
-熟悉软件开发、测试流程及相关技术；
-熟悉Linux/Unix操作系统
-熟练使用至少一门开发语言，包括但不限于：Java、Python、C、C++、Go
-工作态度认真端正，有较好的沟通能力和团队合作能力
-每周实习4天以上，连续实习至少6个月时间", 中文,2025-12-31,西二旗百度大厦,https://www.shixiseng.com/intern/inn_9g56ezovbed3?pcm=pc_SearchList
inn_vwg1mkk5c4zv,AI 全栈开发实习生（偏后端）,300-400/天,高瓴联合校招,杭州,不限,本科,5天／周,实习3个月,可转正实习；周末双休,"必备技能：

熟悉 Python (FastAPI) 框架，熟悉 HTTP/TCP 协议

熟悉 Agent 框架、RAG、Agentic Workflow、Multi Agent、Memory、Tool Using 等 Agent 工作流

掌握 Web 服务的基本原理和构建方法

熟悉基于 Docker 的容器化部署方法，了解 Kubernetes 容器化技术，了解云服务部署

掌握多种数据库能力，包括但不限于 PostgreSQL、MongoDB、Elasticsearch

熟练使用 vibe coding 工具如 Cursor、Claude Code、Windsurf，了解 AI DevOps

熟悉常规的架构设计思想，包括不限于服务化/异步/高并发/高可用/可扩展等

了解数据爬虫系统及防反扒机制

加分项：

有完整的项目经验

有开源项目或在社区中有贡献

良好的沟通能力和理解能力

英文读写无障碍", 中文,2026-01-05,浙江/杭州/西湖区 西溪谷国际商务中心F座,https://www.shixiseng.com/intern/inn_vwg1mkk5c4zv?pcm=pc_SearchList
inn_7ugsim3ise89,测试开发实习生-社区（上海or北京）,250-300/天,小红书,北京,互联网/游戏/软件,本科,4天／周,实习3个月,一对一导师；周末双休；实习津贴；节日福利,"岗位描述：
1、根据需求进行测试设计以及用例的编写
2、执行测试用例并且进行缺陷跟踪
3、编写自动化测试脚本并跟进问题排查
4、工具平台研发（熟悉java或python）

职位要求：
1、计算机软件/电子信息工程等相关专业本科及以上学历，27年及以后毕业优先
2、实习期保证3个月以上、一周不少于4天的工作时间，base北京
3、熟悉软件工程系统知识，了解LLM，UI自动化等基础知识。
4、熟悉常用网络工具postman/charles等，能够对web系统的质量问题进行简单定位。
5、工作态度认真端正、较好的沟通能力和团队合作能力", 中文,2026-10-10,北京市/北京市/朝阳区 城奥大厦,https://www.shixiseng.com/intern/inn_7ugsim3ise89?pcm=pc_SearchList
inn_9pdvw5zkjcuy,测试开发实习-26-27 届,200-250/天,哈啰,上海,互联网/游戏/软件,本科,5天／周,实习3个月,周末双休,"工作职责
1、承担租车业务日常测试工作，以及所负责模块的自动化测试脚本的编写；
2、承担租车流量回放的推进；
3、承担租车Ai Ui自动化相关工作推进。

任职资格
1、2026届本科及以上，计算机、软件工程等相关专业优先。
2、有一定的代码基础（java/python），对数据库有一定了解。
3、有不错的沟通能力，态度积极主动，具备较强的学习能力和适应能力。
4、对AI有较强的兴趣。", 中文,2025-12-31,上海市/上海市/闵行区 旭辉·莘庄中心-1号楼,https://www.shixiseng.com/intern/inn_9pdvw5zkjcuy?pcm=pc_SearchList
inn_hddaycf6ivce,测试开发实习生（benchmark/LLM评测和评估,200-250/天,深度赋智（MetaGPT）,深圳,互联网/游戏/软件,本科,5天／周,实习3个月,python；自动化测试经验；软件开发经验；benchmark；自主评测系统；LLM的评测评估；可转正实习；实习津贴；节日福利；一对一导师,"职位描述
1. 参与C端产品的功能测试工作，参与产品需求分析，协助制定详细的测试计划和策略，对细节深入把控，功能边界覆盖到位；
2. 协助识别测试各阶段的质量风险点，执行既定的质量保障策略和测试活动，收集并提供关键测试数据，支持产品质量评估和按时交付；
3. 使用现有的线上监控系统和问题定位工具，协助开发团队快速发现、定位和验证线上功能问题，执行问题复现和回归测试，确保问题得到有效解决，降低用户影响；
4. 使用和维护团队现有的自动化测试框架和测试工具，根据具体任务需求，开发或优化测试脚本（Python为主）以提高测试效率；
5. 参与LLM边界能力测评，产品边界能力测评，场景benchmark自动化测评及分析；
职位要求
1. 计算机/软件工程等相关专业本科及以上学历；
2. 具备软件开发、自动化测试、功能测试或白盒测试经验， 熟悉网页自动化、算法测评自动化流程及常用指标，有算法benchmark评测经验者优先；
3. 会使用Python编程语言进行测试脚本开发，熟悉 Linux操作系统及常用命令，能熟练使用 Shell脚本处理日常任务；
4. 掌握软件测试理论、方法和流程（测试用例设计、缺陷管理等），对互联网质量保证领域有强烈的兴趣；
5. 良好的沟通能力，能清晰表达技术问题和测试结果；
6. 加分项
- 有大型或高并发用户量互联网产品测试经验者优先；
- 有使用主流自动化测试框架（如Pytest, Robot Framework等）经验者优先；
- 有使用日志分析、监控工具（如ELK, Prometheus, Grafana等）辅助定位问题的经验者优先。", 中文,2025-11-23,广东省/深圳市/南山区 威盛科技大厦 深南大道9966号,https://www.shixiseng.com/intern/inn_hddaycf6ivce?pcm=pc_SearchList
inn_qe7t95qfpi74,前端开发实习生-【本地生活留用实习】,300-400/天,快手,北京,互联网/游戏/软件,本科,5天／周,实习3个月,免费班车；周末双休；节日福利,"职位描述
1、参与快手本地生活从活动营销、交易流程、商品平台、商家平台、达人平台等建设，包含移动端RN和PC端复杂中后台产品；
2、负责线上业务迭代，在Mentor的指导下完成功能开发；
3、保持探索，持续研究新技术并落地到研发工作；
4、持续学习成长，对业务和技术方案持续理解并完成局部优化。
任职要求
1、本科及以上学历，计算机基础扎实；
2、熟悉HTML/CSS/JavaScript和HTTP协议基本知识；
3、对Javascript框架应用(React/Vue)有一定的经验；
4、了解过不限于Node.js, Python, Ruby的任意一门脚本语言；
5、具备良好的服务意识、责任心、较强的学习能力、优秀的团队沟通与协作能力。", 中文,2025-12-31,北京市/北京市/海淀区 万家灯火大厦,https://www.shixiseng.com/intern/inn_qe7t95qfpi74?pcm=pc_SearchList
inn_mpyisgj4bujo,AI-Release&Efficiency 测试开发实习生,200-300/天,滴滴,北京,互联网/游戏/软件,本科,5天／周,实习6个月,班车；晚餐；实习证明,"岗位职责（具体工作内容）
1. 参与开发维护自动化任务、测试平台
2.参与评估数据的开发与处理
任职资格（学历、目标院校、语言、技能、性格等要求）
1. 计算机科学、软件工程等专业
2. 熟练掌握python、mysq的开发应用，有web平台开发经验
3.沟通表达顺畅
4. 连续实习6个月以上", 中文,2025-12-31,北京,https://www.shixiseng.com/intern/inn_mpyisgj4bujo?pcm=pc_SearchList
inn_fhgyppknkut3,【实习】美团-测试开发实习生-搜推方向,250-300/天,美团,北京,互联网/游戏/软件,本科,5天／周,实习3个月,一对一导师,"岗位职责:
负责质效技术部/搜索推荐测试组的服务端的业务测试工作，主要参与到家搜索推荐 外卖、闪购、医药、拼好饭等方向中小型项目需求的测试工作，并编写java 自动化保障业务质量。
岗位要求:
- 计算机相关专业，本科及以上学历，拥有扎实的专业基础 
- 专业技能：掌握一门编程语言，熟悉主流数据库，如MySQL，会使用Linux常用命令；
- 有很强的质量意识，能严格地遵照测试流程规范 
- 通用技能：正直、诚信，有较强的沟通能力，责任感强，有良好的团队意识；具备较强的学习能力和分析、解决问题能力 
- 学历要求：本科以上 
- 工作经验要求：无
岗位亮点:
1.可以熟悉互联网工作环境，在正式工作前得到锻炼和提升。
2. 团队氛围好，工作锻炼机会多，可以接触了解搜索、推荐的研发流程。
3.能够深入了解体验类质量保障工作。
具备以下优先:
具备Java编程经验优先。", 中文,2025-11-23,北京市/北京市/朝阳区 中国电科太极信息技术产业园,https://www.shixiseng.com/intern/inn_fhgyppknkut3?pcm=pc_SearchList
inn_hmwg4vhxb9yy,测试开发实习生-【本地生活留用实习】,300-400/天,快手,北京,互联网/游戏/软件,本科,5天／周,实习3个月,节日福利；暑期实习；不打卡；周末双休；餐补；可转正实习,"职位描述
1、负责快手本地生活产品测试工作，包括前后端测试，保证产品质量；
2、根据产品设计或需求，进行需求分析，制定测试计划、风险评估、设计测试数据和测试用例，执行测试用例，准确定位并追踪问题等；
3、对线上问题进行持续追踪，并从中得出一些优化监控、测试方案提升等改进措施；
4、对产品提出改进建议以建立极致的用户感受，对项目提出改进建议以提高项目整体效率；
5、在项目中保持和产品经理、开发工程师、用户等积极有效沟通，推动问题及时合理地解决，并保持总结问题。
任职要求
1、本科及以上学历；
2、有扎实的计算机基础，熟悉软件测试理论和方法；
3、优秀的代码基础，至少熟悉Java/Python/Ruby/JavaScript等主流语言中的一种；
4、具有良好的沟通能力和团队合作精神、快速的学习能力，思维敏捷、逻辑清晰、执行力强、工作责任心强、抗压能力强；
5、有互联网公司相关实习经验者优先。", 中文,2025-12-31,北京市/北京市/海淀区 万家灯火大厦,https://www.shixiseng.com/intern/inn_hmwg4vhxb9yy?pcm=pc_SearchList
inn_t4byexrnvz3l,网约车技术质量效能-测试开发实习生,200-300/天,滴滴,北京,互联网/游戏/软件,本科,5天／周,实习6个月,免费晚餐；免费班车,"岗位职责（具体工作内容）
主要负服务端QA团队测试开发工作，完成测试任务，为测试效率赋能
任职资格（学历、目标院校、语言、技能、性格等要求）
1、熟悉面向对象后端开发技术（如Python、Java、PHP之一）
2、熟悉linux基本操作
3、了解网络基础知识
4、熟悉数据库基本操作，了解SQL基本写法
5、了解git版本控制原理，并熟练使用
6、对软件开发有热情，对问题有敏锐的嗅觉，能快速学习新知识
7、实习时长不少于6个月，每周5天", 中文,2025-12-31,北京,https://www.shixiseng.com/intern/inn_t4byexrnvz3l?pcm=pc_SearchList
inn_oo8xhvrxkq8r,【日常实习】EI-前端开发工程师-SZ,300-400/天,Shopee,深圳,互联网/游戏/软件,本科,5天／周,实习3个月,地铁周边；周末双休,"关于团队

Infra FE团队作为Infra横向的前端团队，主要有下面两个职责：

搭建Shopee内部云产品的前端界面：我们致力于构建用户友好的开发人员工具，以提升数千名开发人员的工作效率。团队负责开发影响每个开发人员日常运营的关键任务内部系统，为公司整体技术生态提供坚实支持。
推动技术创新与效率提升：我们开发工具和平台，确保前端页面的性能、质量和稳定性等关键工程指标能得到有效的保障和提升，并通过AI技术提升我们自己的研发效能，在技术创新的道路上不断前行。
职位描述

作为前端实习生，你的工作职责如下：

参与内部云产品的前端开发与维护：使用React和TypeScript等前沿前端技术进行高效编码，参与真实需求开发，按时交付高质量代码，为用户提供流畅、稳定的产品体验。
持续优化产品体验：关注前端性能、稳定性、安全性及工程化提升，主动发现问题并优化改进。
探索AI驱动的横向项目：以“AI First”的思维参与创新项目，助力前端团队提升研发效率，为公司技术进步贡献力量。
您将与经验丰富的工程师紧密合作，接触先进的前端技术和开发实践，在实战中快速成长。

职位要求

计算机科学、软件工程或相关专业在校学生，本科及以上学历，具备扎实的编程基础和数据结构知识。
掌握HTML、CSS和JavaScript，具备良好的代码风格和编程习惯。
熟悉ES6+语法规范，了解Webpack、Babel等前端构建工具。
熟悉React或Vue框架，理解组件化开发，熟悉Vuex、Redux等状态管理库以及Ant Design、Element UI等开源组件库，有实际开发经验者优先。
具备批判性思维和解决问题的能力，能快速学习新技术并灵活应用到项目中。
有优秀的学习能力和团队协作精神，能够快速适应新环境，积极推进项目进度。
对工作有强责任心，面对挑战能主动探索解决方案，注重代码质量和细节。", 不限,2025-12-08,广东省/深圳市/南山区 Shopee深圳虾皮信息科技有限公司,https://www.shixiseng.com/intern/inn_oo8xhvrxkq8r?pcm=pc_SearchList
inn_n2ut7bmnbhj8,自动驾驶HIL测试开发实习生(A169962),250-400/天,小米,武汉,互联网/游戏/软件,硕士,5天／周,实习3个月,上市公司；世界五百强；餐补,"职责描述：
1. 维护基于Python的自动化测试脚本；
2. 辅助优化测试场景库及评价体系；
3. 辅助搭建仿真测试静态地图及动态场景；
4. 支持测试工程师进行测试环境的维护；
5. 辅助维护HIL测试台架与被测件状态机模型及车辆动力学模型；
任职要求：
1. 车辆工程、计算机等相关专业研究生及以上学习经历，有相关项目/实习经历优先；
2. 熟练掌握python/c++等相关编程语言一种；
3. 了解自动驾驶评价体系，有相关的科研成果；
4. 熟悉VTD/Carla/Carsim/RoadRunner等相关仿真软件；
5. 熟悉Matlab/Simulink使用，对车辆动力学模型有理论基础", 中文,2026-03-05,湖北省/武汉市/江岸区,https://www.shixiseng.com/intern/inn_n2ut7bmnbhj8?pcm=pc_SearchList
inn_bgewj3vewnzl,机器狗环境探测系统开发实习生-HC,150-180/天,博世中国,上海,汽车/机械/制造,本科,5天／周,实习6个月,世界五百强；一对一指导；有班车,"关于我们 
博世集团（Bosch Group）成立于1886年，全称是罗伯特·博世有限公司（BOSCH），是工业技术、消费品和能源及建筑技术的产业。博世公司以其创新尖端的产品及系统解决方案闻名于世。 
博世集团是全球第一大汽车技术供应商，员工人数超过 42万，遍布 50 多个国家。2022年销售额达到884亿欧元，其中在中国销售额达到1323亿人民币。 2018年7月19日，《世界500强排行榜发布，博世集团位列75位。2022年12月，位列《2022胡润世界500强》第58位。 
 
职责描述:
・多传感器环境数据处理与标定：使用 FAST-LIVO2 等算法，通过 C++ 实现激光雷达、相机、IMU 的时空同步与标定，采集并处理环境探测数据，构建包含环境细节的高精度静态纹理体素地图（支撑探测需求）。 
・环境探测关联算法开发：基于 NAV2 导航框架，以 C++ 为核心开发语言，实现地面分割、环境障碍识别算法，结合探测数据优化全局 / 局部路径规划，确保路径与实时环境匹配。
・探测系统集成与 C++ 模块开发：负责 ROS 系统中环境探测模块的 C++ 代码编写与集成，包括传感器驱动调试、探测数据传输（TF 坐标变换适配）、算力平台与机器狗板载电脑的通信配置（网络、SSH 等），保障探测数据实时流转。 
・探测与运动控制协同实现：通过 C++ 调用官方 SDK（如宇树科技 API），结合环境探测结果实现机器狗移动控制，支持自适应步态、爬楼梯及障碍规避（基于探测数据触发避障逻辑）。 
・探测系统测试与优化：开展实机测试，针对环境探测精度、C++ 代码运行效率、探测 - 控制链路稳定性进行调试，优化数据处理延迟与探测结果准确性。
岗位要求:
1. 熟练掌握 C++ 编程语言（核心开发语言），了解 Python（辅助脚本开发，如数据可视化、测试脚本），具备良好的代码规范与调试能力。 2. 熟悉 Linux Ubuntu 系统操作，能独立完成开发环境搭建与问题排查。
3. 熟悉 ROS1/ROS2 系统操作（包括 Rviz、rqt 等工具，用于环境探测数据可视化与调试），了解 ROS 节点通信与话题订阅逻辑。 
4. 熟悉 SLAM 建图算法（如 FAST-LIVO、FAST-LIO 等），理解其在环境三维感知与地图构建中的应用（支撑探测数据建模）。 
5. 熟悉边缘计算场景，了解 ARM 架构下 Docker 的使用（用于探测系统容器化部署与环境一致性保障）。
6. 了解宇树 GO2 机器狗驱动接口调用，能配合探测需求调试传感器与机器狗的硬件联系。
 
福利:
500强外企，跨文化交流，大平台新视野。
公司有食堂，工作氛围轻松愉快，可优先接触内部转正机会！
与行业专家一对一指导，快速提升专业技能和职场竞争力。
在世界百强外企中积累宝贵的实习经验，为你的简历增色。

投递岗位即默认同意博世集团网上招聘相关隐私协议
协议地址：请通过访问博世中国官方主页，博世在中国＆gt;加入博世＆gt;工作机会，在网上招聘数据隐私声明；", 中文,2025-12-13,马陆镇丰登路388号,https://www.shixiseng.com/intern/inn_bgewj3vewnzl?pcm=pc_SearchList
inn_qcvnaayxizem,冲压模具智能开发实习生SH(A41439),200/天,NIO蔚来,上海,汽车/机械/制造,硕士,5天／周,实习3个月,一对一导师；实习津贴,"职责描述：
1. 数据治理:对冲压模具已有标准，LL等数据进行整合与分类汇总,形成系统性简单易用文件，应用于新项目智能开发，减少对人的经验的依赖
2. 可以支持工艺文件AI Agent开发,熟悉AI大模型语言(RAG/LLM/MCP等模型应用)
任职要求：
1. 1.专业:AI相关、智能制造相关、计算机、数学、统计学、车辆工程等，研究生及以上
2. 2.能力要求:熟练掌握至少一种编程语言,熟悉数据分析软件和Catia等仿真软件操作,做事严谨,好学,对新事物充满好奇心
3. 3.每周出勤4或5个工作日,实习周期6个月以上;能尽快到岗
4. 4.做事认真,细心,责任心强,良好的文字功底
5. 5.熟练使用office等办公软件;
6. 6.踏实、吃苦耐劳、良好的沟通表达能力以及清晰的逻辑思维,具有较强的执行能力以及团队协作精神;", 中文,2026-01-15,上海市/上海市/嘉定区 汽车·创新港,https://www.shixiseng.com/intern/inn_qcvnaayxizem?pcm=pc_SearchList
inn_ci7eyvolt8od,GDT-软件开发实习生（全栈偏后端）,120-200/天,药明生物,上海,医疗/健康/制药/生物,本科,5天／周,实习6个月,餐补；免费班车；不加班；实习津贴,"岗位职责：

参与后端系统的设计与开发，使用 Python 构建高可用 API 服务；
支持前端页面的动态组件渲染与 AI 流式接口对接；
协助构建权限控制、用户隔离、数据管理等核心功能模块", 中文,2025-11-22,上海市/上海市/浦东新区 上海药明生物技术有限公司-29号楼南门,https://www.shixiseng.com/intern/inn_ci7eyvolt8od?pcm=pc_SearchList
inn_mwetbnwundzu,AI/LLM Python全栈开发实习生,300-400/天,Grained AI,上海,互联网/游戏/软件,本科,4天／周,实习3个月,一对一导师；留学生实习；实习津贴,"你将获得：
- 参与最前沿的 AI 产业项目
- 真正的Python全栈软件工程实战经验
- 双语工作环境
- 来自 Google / NVIDIA 背景团队的指导与协作

岗位职责：
- 参与 AI 训练数据生产产品的研发
- 深度参与 AI 数据生产链路中的工程实现环节

任职要求：
- 扎实的 Python 编程能力，具备以下任一方向的实战经验：
- 后端开发（Django / Flask / FastAPI）
- 大模型应用开发（LangChain 或类似框架，不含 Coze / Dify）
- 数据采集（逆向工程、自动化框架如 Selenium / Puppeteer / Drission 等）
- 熟悉基本的软件开发知识，包括但不仅局限于：Git 指令、Linux 命令、Markdown 文档
- 具备快速学习能力与良好的团队协作精神

加分项：
- 了解多模态数据处理（文本、图像、视频等）
- 对 AI 技术（如 NLP、CV、LLM 应用开发）有一定理解
- 有 VibeCoding 经验，并具备扎实的语言基础与工程思维", 中文,2025-11-21,上海市/上海市/浦东新区 上海浦东软件园,https://www.shixiseng.com/intern/inn_mwetbnwundzu?pcm=pc_SearchList
inn_kzdjazqzrywo,测试开发实习生（Prime）-26届（BJ）,250-400/天,算力大陆,北京,电子/通信/硬件,硕士,4天／周,实习6个月,有转正HC；新技术行业；实习宿舍,"岗位职责：
主导Web/APP全链路质量保障，参与需求评审并提出可测性改进建议；
设计基于业务场景的自动化测试方案（UI/API/Unit Test）；
搭建持续集成流水线，开发测试工具提升团队效能；
开展性能测试与安全测试，输出全维度质量评估报告；
运用AI技术探索智能化测试用例生成与异常检测。

任职要求：
2026届计算机相关专业硕士在读，双一流优先，数据结构与算法基础扎实；
掌握Python/Java/Go至少一门开发语言，有测试框架开发经验者优先；
熟悉Selenium/Appium/Jmeter等工具链，了解Docker/K8s测试环境部署；
熟悉MySQL查询优化，具备复杂业务场景的数据验证能力；
熟悉微服务架构测试策略，掌握Postman/Charles/Fiddler等调试工具；
每周可全职实习4天及以上，持续6个月以上（表现优异可获转正机会）。", 中文,2026-06-05,北京市 海淀区 丰豪东路9号院1号楼,https://www.shixiseng.com/intern/inn_kzdjazqzrywo?pcm=pc_SearchList
inn_06lfmxsqmwum,Operation Analyst Intern 客服数据分析实习生,100-150/天,晨星资讯（深圳）有限公司,深圳,金融/经济/投资/财会,不限,4天／周,实习3个月,实习津贴,"he Area: 

Morningstar China team is responsible for helping our clients in China build their business and provide better outcome for investors in the market. 

The Role: 

As an Operation Analyst intern, you will help to maintain China mutual fund database, to ensure the required data are in place to drive the product and ensure the quality and efficiency of the product delivery process. 

Responsibilities: 

1. Perform data auditing to ensure the data is accurate and complete before delivering the product to clients. 

2. Support Solution Analyst to delivery monthly reports to China clients with strict deadlines. 

3. Work with data analysts, developers to solve data or product related issues. 

Requirements: 

1. Current enrollment in bachelor’s or master's degree, Finance-related major is preferred. 

2. Proficiency in MS Excel, Outlook and Word. 

3. Strong attention to details. 

4. Task-oriented and good communication skills. 

5. At least 3 months’ availability with 4-5 days/week. ", 中文,2026-08-23,广东省/深圳市/福田区 东海国际中心 深南大道7888号,https://www.shixiseng.com/intern/inn_06lfmxsqmwum?pcm=pc_SearchList
inn_5demqpobo2wr,美国服务商电商经营&数据分析实习生-TikTok Shop,150-200/天,字节跳动,上海,互联网/游戏/软件,本科,4天／周,实习4个月,健身瑜伽；团队氛围好；扁平管理；用户过亿；大牛带队；免费三餐；薪资优厚；弹性工作；租房补贴,"职位描述:
日常实习：面向全体在校生，为符合岗位要求的同学提供为期3个月及以上的项目实践机会。
团队介绍：TikTok Shop 是 TikTok 旗下的内容电商。平台汇聚全球优质商家与创作者，通过短视频、直播等多场景连接消费者，让新奇好物畅销全球，让美好生活触手可得。目前团队分布在美国、英国、法国、印尼、墨西哥、中国等全球多个国家和地区，在这里你将有机会深入国际场景，面向全世界商家及用户，和跨区域团队协作，共同探索创新购物模式。期待和优秀的你一起创造更多可能！

1、数据支持：负责整理与分析机构日常运营数据，包括直播GMV、开播率、直播转化率等关键指标，定期输出详尽的运营报告；针对机构各类专项进行数据整理、进展追踪与下钻分析，清晰呈现活动/项目达成进度、关键问题及亮点，运用Excel和内部看板等工具来制作图表、报表等可视化手段，为团队实现目标提供有力的数据支撑；
2、团队项目支持：项目文档撰写：承担团队部分关键项目文档的双语撰写工作，确保文档逻辑清晰、内容准确、规范，满足业务对内部团队和外部服务商/商家等沟通需求；TSP营销活动项目支持：活动前的策略文档撰写、活动中数据监测和同步、初步问题分析、服务商排名播报同步等，辅助团队保证活动目标的达成；
3、服务商相关调研：围绕不同目标，制定问卷，协同发放，并对回收的结果进行整理和关键信息提炼输出；
4、项目管理协同：协同团队成员推进项目管理工作，协助制定项目计划、跟进任务进度，保障项目高效有序开展。 

职位要求:
1、本科及以上学历在读，市场营销、国际商务，商业分析等相关专业优先；
2、英文口语和书写均达到流利水平，能够在邮件沟通、社交媒体交流以及日常工作中顺畅地使用英语进行沟通；
3、具备数据清理和分析能力，熟练掌握数据分析软件，尤其精通Excel各种公式，能够独立完成数据的整理、分析及可视化展示工作；
4、具备跨部门协作项目经验者优先考虑；能够快速适应美国市场的工作节奏与文化差异，具备较强的自我驱动力，在面对工作压力时能够保持积极态度，拥有出色的问题解决能力；
5、具备优秀的书面表达能力，擅长文字总结与信息提炼，能够清晰、准确、有条理地完成项目文档、报告等撰写工作，确保内容逻辑严谨、易于理解；
6、能够保证每周至少线下全天到岗4天及以上，实习至少四个月及以上。", 中文,2025-12-13,中国大陆上海市杨浦区民府路678号上海新江湾广场T2号楼，邮编：200082,https://www.shixiseng.com/intern/inn_5demqpobo2wr?pcm=pc_SearchList
